dataset_label,Name,Formula,adsorbate,surface_ref_name,surface_ref_formula,surface_ref_status,E,surface_ref_E,delta_E_to_surface_eV,delta_C,delta_H,delta_O,n_CO_adsorbates,E_ads_CO_eV,n_CH3O_adsorbates,E_ads_CH3OH_to_CH3O_eV,fmax,source_hdf,source_row
Ni-slabs,Ni-211-Ga-3x3x4-1-HCOO-AB,CHGaNi35O2,HCOO,Ni-211-Ga-3x3x4-1,GaNi35,ok,-101.84172377,-78.92343518,-22.918288590000003,1.0,1.0,2.0,,,,,0.0092,/data/Chapter6/Ni-slabs.hdf,452
Ni-slabs,Ni-211-Ga-3x3x4-1-HCOO-AA,CHGaNi35O2,HCOO,Ni-211-Ga-3x3x4-1,GaNi35,ok,-102.01717667,-78.92343518,-23.09374149,1.0,1.0,2.0,,,,,0.0096,/data/Chapter6/Ni-slabs.hdf,453
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-a-CH3O-bridge,CH3Ga12Ni36O,CH3O,Ni-211-Ga-4x3x4-12-bulk-a,Ga12Ni36,ok,-132.7380929,-108.17164449,-24.566448409999992,1.0,3.0,1.0,,,1.0,,0.0083,/data/Chapter6/Ni-slabs.hdf,472
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-a-CH3O-fcc,CH3Ga12Ni36O,CH3O,Ni-211-Ga-4x3x4-12-bulk-a,Ga12Ni36,ok,-132.36211628,-108.17164449,-24.190471790000004,1.0,3.0,1.0,,,1.0,,0.0086,/data/Chapter6/Ni-slabs.hdf,473
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-a-CO-top,CGa12Ni36O,CO,Ni-211-Ga-4x3x4-12-bulk-a,Ga12Ni36,ok,-121.81960725,-108.17164449,-13.647962759999999,1.0,0.0,1.0,1.0,,,,0.0075,/data/Chapter6/Ni-slabs.hdf,474
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-a-CO-fcc,CGa12Ni36O,CO,Ni-211-Ga-4x3x4-12-bulk-a,Ga12Ni36,ok,-121.79264,-108.17164449,-13.62099551,1.0,0.0,1.0,1.0,,,,0.0092,/data/Chapter6/Ni-slabs.hdf,475
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CH3O-AA-1,CH3Ga12Ni36O,CH3O,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-133.30481697,-108.28875264,-25.016064329999992,1.0,3.0,1.0,,,1.0,,0.0083,/data/Chapter6/Ni-slabs.hdf,477
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CH3O-AA-2,CH3Ga12Ni36O,CH3O,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-132.86032742,-108.28875264,-24.571574780000006,1.0,3.0,1.0,,,1.0,,0.0067,/data/Chapter6/Ni-slabs.hdf,478
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-COOH-AA-1,CHGa12Ni36O2,COOH,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-130.66969172,-108.28875264,-22.380939080000005,1.0,1.0,2.0,,,,,0.005,/data/Chapter6/Ni-slabs.hdf,479
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-6-a,C4Ga12Ni36O4,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-163.67678535,-108.28875264,-55.38803270999999,4.0,0.0,4.0,4.0,,,,0.0067,/data/Chapter6/Ni-slabs.hdf,480
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-6-b,C4Ga12Ni36O4,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-163.67700237,-108.28875264,-55.38824973,4.0,0.0,4.0,4.0,,,,0.0078,/data/Chapter6/Ni-slabs.hdf,481
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-1,CGa12Ni36O,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-121.96402972,-108.28875264,-13.67527708,1.0,0.0,1.0,1.0,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,482
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-4-a,C2Ga12Ni36O2,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-136.34521592,-108.28875264,-28.05646327999999,2.0,0.0,2.0,2.0,,,,0.0083,/data/Chapter6/Ni-slabs.hdf,483
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-4-b,C2Ga12Ni36O2,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-136.34527612,-108.28875264,-28.056523479999996,2.0,0.0,2.0,2.0,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,484
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-3,CGa12Ni36O,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-122.28813652,-108.28875264,-13.999383879999996,1.0,0.0,1.0,1.0,,,,0.0067,/data/Chapter6/Ni-slabs.hdf,485
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-2,CGa12Ni36O,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-122.27458047,-108.28875264,-13.985827830000005,1.0,0.0,1.0,1.0,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,486
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-CO-AA-5,C3Ga12Ni36O3,CO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-150.03631828,-108.28875264,-41.74756563999999,3.0,0.0,3.0,3.0,,,,0.0093,/data/Chapter6/Ni-slabs.hdf,487
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-HCOO-AA-1,CHGa12Ni36O2,HCOO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-131.40956539,-108.28875264,-23.120812750000013,1.0,1.0,2.0,,,,,0.008,/data/Chapter6/Ni-slabs.hdf,494
Ni-slabs,Ni-211-Ga-4x3x4-12-bulk-b-HCOO-AA-2,CHGa12Ni36O2,HCOO,Ni-211-Ga-4x3x4-12-bulk-b,Ga12Ni36,ok,-131.53454739,-108.28875264,-23.24579475,1.0,1.0,2.0,,,,,0.0097,/data/Chapter6/Ni-slabs.hdf,495
Ni-slabs,Ni-211-Ga-4x3x4-2-a-CH3O-AB-1,CH3Ga2Ni46O,CH3O,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-130.25763018,-105.6250253,-24.632604880000002,1.0,3.0,1.0,,,1.0,,0.0067,/data/Chapter6/Ni-slabs.hdf,498
Ni-slabs,Ni-211-Ga-4x3x4-2-a-COOH-AB,CHGa2Ni46O2,COOH,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-127.76430085,-105.6250253,-22.139275549999994,1.0,1.0,2.0,,,,,0.0087,/data/Chapter6/Ni-slabs.hdf,500
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCO-AB-1,CHGa2Ni46O,HCO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-121.95361515,-105.6250253,-16.32858985,1.0,1.0,1.0,,,,,0.0061,/data/Chapter6/Ni-slabs.hdf,501
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCO-AB-2,CHGa2Ni46O,HCO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-121.41942666,-105.6250253,-15.794401359999995,1.0,1.0,1.0,,,,,0.0066,/data/Chapter6/Ni-slabs.hdf,502
Ni-slabs,Ni-211-Ga-4x3x4-2-a-CH3O_H-1,CH4Ga2Ni46O,CH3O,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-133.63940662,-105.6250253,-28.014381319999984,1.0,4.0,1.0,,,1.0,,0.0088,/data/Chapter6/Ni-slabs.hdf,503
Ni-slabs,Ni-211-Ga-4x3x4-2-a-CH3O_H-2,CH4Ga2Ni46O,CH3O,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-134.11187208,-105.6250253,-28.486846780000008,1.0,4.0,1.0,,,1.0,,0.0079,/data/Chapter6/Ni-slabs.hdf,504
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOOH_1%HCO_OH_1-03,CH2Ga2Ni46O2,HCOOH,,,missing,-130.89139743,,,1.0,2.0,2.0,,,,,0.0069,/data/Chapter6/Ni-slabs.hdf,505
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOOH_1%HCO_OH_1-04,CH2Ga2Ni46O2,HCOOH,,,missing,-131.53123983,,,1.0,2.0,2.0,,,,,0.0055,/data/Chapter6/Ni-slabs.hdf,506
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOOH_1%HCO_OH_1-05,CH2Ga2Ni46O2,HCOOH,,,missing,-131.53287247,,,1.0,2.0,2.0,,,,,0.0051,/data/Chapter6/Ni-slabs.hdf,507
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOOH_1%HCO_OH_1-02,0,HCOOH,,,missing,0.0,,,0.0,0.0,0.0,,,,,0.0,/data/Chapter6/Ni-slabs.hdf,508
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOOH_1%HCO_OH_1-01,CH2Ga2Ni46O2,HCOOH,,,missing,-131.3444997,,,1.0,2.0,2.0,,,,,0.0062,/data/Chapter6/Ni-slabs.hdf,509
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOO_1%HCOOH_1-03,CH2Ga2Ni46O2,HCOO,,,missing,-132.43272928,,,1.0,2.0,2.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,510
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOO_1%HCOOH_1-04,CH2Ga2Ni46O2,HCOO,,,missing,-132.43198168,,,1.0,2.0,2.0,,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,511
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOO_1%HCOOH_1-05,CH2Ga2Ni46O2,HCOO,,,missing,-130.37206244,,,1.0,2.0,2.0,,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,512
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOO_1%HCOOH_1-02,CH2Ga2Ni46O2,HCOO,,,missing,-131.93402268,,,1.0,2.0,2.0,,,,,0.0052,/data/Chapter6/Ni-slabs.hdf,513
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOO_1%HCOOH_1-00,CH2Ga2Ni46O2,HCOO,,,missing,-132.43218252,,,1.0,2.0,2.0,,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,514
Ni-slabs,Ni-211-Ga-4x3x4-2-a-copt-HCOO_1%HCOOH_1-01,CH2Ga2Ni46O2,HCOO,,,missing,-132.43278389,,,1.0,2.0,2.0,,,,,0.0039,/data/Chapter6/Ni-slabs.hdf,515
Ni-slabs,Ni-211-Ga-4x3x4-2-a-CO-AB,CGa2Ni46O,CO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-119.17445411,-105.6250253,-13.549428809999995,1.0,0.0,1.0,1.0,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,517
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOOH-AB-a,CH2Ga2Ni46O2,HCOOH,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-131.16910055,-105.6250253,-25.54407524999999,1.0,2.0,2.0,,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,518
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOOH-AB-c,0,HCOOH,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,0.0,-105.6250253,105.6250253,0.0,0.0,0.0,,,,,0.0,/data/Chapter6/Ni-slabs.hdf,519
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOOH-AB-b,CH2Ga2Ni46O2,HCOOH,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-131.30053668,-105.6250253,-25.67551137999999,1.0,2.0,2.0,,,,,0.0087,/data/Chapter6/Ni-slabs.hdf,520
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOO_H-1,CH2Ga2Ni46O2,HCOO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-132.0219585,-105.6250253,-26.396933200000007,1.0,2.0,2.0,,,,,0.0071,/data/Chapter6/Ni-slabs.hdf,528
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOO_H-4,CH2Ga2Ni46O2,HCOO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-132.43550451,-105.6250253,-26.810479209999983,1.0,2.0,2.0,,,,,0.0066,/data/Chapter6/Ni-slabs.hdf,529
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOO_H-3,CH2Ga2Ni46O2,HCOO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-132.43414368,-105.6250253,-26.80911838,1.0,2.0,2.0,,,,,0.0059,/data/Chapter6/Ni-slabs.hdf,530
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOO_H-2,CH2Ga2Ni46O2,HCOO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-132.43218818,-105.6250253,-26.807162879999993,1.0,2.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,531
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCO_OH-1,CH2Ga2Ni46O2,HCO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-131.53704932,-105.6250253,-25.91202401999999,1.0,2.0,2.0,,,,,0.0078,/data/Chapter6/Ni-slabs.hdf,533
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCO_OH-2,CH2Ga2Ni46O2,HCO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-130.96616371,-105.6250253,-25.341138409999985,1.0,2.0,2.0,,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,534
Ni-slabs,Ni-211-Ga-4x3x4-2-a-Ox4-1-CO-1,CGa2Ni46O5,CO,Ni-211-Ga-4x3x4-2-a-Ox4-1,Ga2Ni46O4,ok,-139.19933718,-126.1348747,-13.064462479999989,1.0,0.0,1.0,1.0,,,,0.0077,/data/Chapter6/Ni-slabs.hdf,536
Ni-slabs,Ni-211-Ga-4x3x4-2-a-Ox4-1-CO-2,CGa2Ni46O5,CO,Ni-211-Ga-4x3x4-2-a-Ox4-1,Ga2Ni46O4,ok,-138.37739526,-126.1348747,-12.242520559999988,1.0,0.0,1.0,1.0,,,,0.0077,/data/Chapter6/Ni-slabs.hdf,537
Ni-slabs,Ni-211-Ga-4x3x4-2-a-Ox4-2-CO-1,CGa2Ni46O5,CO,Ni-211-Ga-4x3x4-2-a-Ox4-2,Ga2Ni46O4,ok,-139.17884928,-126.01861254,-13.160236740000002,1.0,0.0,1.0,1.0,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,539
Ni-slabs,Ni-211-Ga-4x3x4-2-a-Ox4-2-CO-3,C2Ga2Ni46O6,CO,Ni-211-Ga-4x3x4-2-a-Ox4-2,Ga2Ni46O4,ok,-150.48669058,-126.01861254,-24.46807803999998,2.0,0.0,2.0,2.0,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,540
Ni-slabs,Ni-211-Ga-4x3x4-2-a-Ox4-2-CO-2,CGa2Ni46O5,CO,Ni-211-Ga-4x3x4-2-a-Ox4-2,Ga2Ni46O4,ok,-138.24658835,-126.01861254,-12.22797580999999,1.0,0.0,1.0,1.0,,,,0.008,/data/Chapter6/Ni-slabs.hdf,541
Ni-slabs,Ni-211-Ga-4x3x4-2-a-O_CO-1,CGa2Ni46O2,CO,,,missing,-124.25335254,,,1.0,0.0,2.0,1.0,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,544
Ni-slabs,Ni-211-Ga-4x3x4-2-a-H2COOH-AB-1,CH3Ga2Ni46O2,H2COOH,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-135.29600841,-105.6250253,-29.67098311000001,1.0,3.0,2.0,,,,,0.0076,/data/Chapter6/Ni-slabs.hdf,545
Ni-slabs,Ni-211-Ga-4x3x4-2-a-H2COOH-AB-2,CH3Ga2Ni46O2,H2COOH,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-135.09120089,-105.6250253,-29.466175590000006,1.0,3.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,546
Ni-slabs,Ni-211-Ga-4x3x4-2-a-HCOO-AB,CHGa2Ni46O2,HCOO,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-128.54756978,-105.6250253,-22.92254448,1.0,1.0,2.0,,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,548
Ni-slabs,Ni-211-Ga-4x3x4-2-a-CO2-1,CGa2Ni46O2,CO2,Ni-211-Ga-4x3x4-2-a,Ga2Ni46,ok,-124.11979789,-105.6250253,-18.494772589999997,1.0,0.0,2.0,,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,549
Ni-slabs,Ni-111-clean-2x2x4-CH3O-A-1,CH3Ni16O,CH3O,Ni-111-clean-2x2x4,Ni16,ok,-59.67999032,-35.2362,-24.443790320000005,1.0,3.0,1.0,,,1.0,,0.008,/data/Chapter6/Ni-slabs.hdf,563
Ni-slabs,Ni-111-clean-2x2x4-CO-top,CNi16O,CO,Ni-111-clean-2x2x4,Ni16,ok,-48.62228174,-35.2362,-13.386081740000002,1.0,0.0,1.0,1.0,,,,0.0068,/data/Chapter6/Ni-slabs.hdf,566
Ni-slabs,Ni-111-clean-2x2x4-CO-50percent,C2Ni16O2,CO,Ni-111-clean-2x2x4,Ni16,ok,-62.32759867,-35.2362,-27.091398670000004,2.0,0.0,2.0,2.0,,,,0.0061,/data/Chapter6/Ni-slabs.hdf,567
Ni-slabs,Ni-111-clean-2x2x4-CO-2top,C2Ni16O2,CO,Ni-111-clean-2x2x4,Ni16,ok,-61.86421564,-35.2362,-26.62801564,2.0,0.0,2.0,2.0,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,568
Ni-slabs,Ni-111-clean-2x2x4-CO-bridge,CNi16O,CO,Ni-111-clean-2x2x4,Ni16,ok,-48.90427883,-35.2362,-13.668078830000006,1.0,0.0,1.0,1.0,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,569
Ni-slabs,Ni-111-clean-2x2x4-CO-1,CNi16O,CO,Ni-111-clean-2x2x4,Ni16,ok,-48.9029596,-35.2362,-13.666759600000006,1.0,0.0,1.0,1.0,,,,0.0074,/data/Chapter6/Ni-slabs.hdf,570
Ni-slabs,Ni-111-clean-2x2x4-CO-famous,C3Ni16O3,CO,Ni-111-clean-2x2x4,Ni16,ok,-74.92788324,-35.2362,-39.69168324,3.0,0.0,3.0,3.0,,,,0.0073,/data/Chapter6/Ni-slabs.hdf,571
Ni-slabs,Ni-111-clean-2x2x4-CO-fcc_top,C2Ni16O2,CO,Ni-111-clean-2x2x4,Ni16,ok,-61.86515728,-35.2362,-26.62895728,2.0,0.0,2.0,2.0,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,572
Ni-slabs,Ni-111-clean-2x2x4-CO-2,CNi16O,CO,Ni-111-clean-2x2x4,Ni16,ok,-48.87817164,-35.2362,-13.641971640000001,1.0,0.0,1.0,1.0,,,,0.0064,/data/Chapter6/Ni-slabs.hdf,573
Ni-slabs,Ni-111-clean-2x2x4-O_CO-1,CNi16O2,CO,,,missing,-53.82352705,,,1.0,0.0,2.0,1.0,,,,0.0083,/data/Chapter6/Ni-slabs.hdf,608
Ni-slabs,Ni-111-clean-2x2x4-O_CO-2,CNi16O2,CO,,,missing,-53.97895403,,,1.0,0.0,2.0,1.0,,,,0.0072,/data/Chapter6/Ni-slabs.hdf,609
Ni-slabs,Ni-111-clean-2x2x4-Ox2_CO-1,CNi16O3,CO,,,missing,-58.27972488,,,1.0,0.0,3.0,1.0,,,,0.0065,/data/Chapter6/Ni-slabs.hdf,610
Ni-slabs,Ni-111-clean-7x8x2-CO,CNi112O,CO,Ni-111-clean-7x8x2,Ni112,ok,-225.36913787,-211.12652783,-14.242610040000017,1.0,0.0,1.0,1.0,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,617
Ni-slabs,Ni-111-clean-7x8x2-MgOwire-COOH-1,0,COOH,,,missing,0.0,,,0.0,0.0,0.0,,,,,0.0,/data/Chapter6/Ni-slabs.hdf,619
Ni-slabs,Ni-111-clean-7x8x2-MgOwire-HCOO-1,CHMg64Ni112O66,HCOO,,,missing,-782.10921477,,,1.0,1.0,66.0,,,,,0.0082,/data/Chapter6/Ni-slabs.hdf,621
Ni-slabs,Ni-111-clean-7x8x2-MgOwire-CO2-1,0,CO2,,,missing,0.0,,,0.0,0.0,0.0,,,,,0.0,/data/Chapter6/Ni-slabs.hdf,622
Ni-slabs,Ni-111-clean-3x3x4-CH3O-AAA,CH3Ni36O,CH3O,Ni-111-clean-3x3x4,Ni36,ok,-103.82894818,-79.28252769,-24.546420490000003,1.0,3.0,1.0,,,1.0,,0.0084,/data/Chapter6/Ni-slabs.hdf,701
Ni-slabs,Ni-111-clean-3x3x4-COOH-AA,CHNi36O2,COOH,Ni-111-clean-3x3x4,Ni36,ok,-101.37409699,-79.28252769,-22.091569300000003,1.0,1.0,2.0,,,,,0.006,/data/Chapter6/Ni-slabs.hdf,704
Ni-slabs,Ni-111-clean-3x3x4-HCO-AA,CHNi36O,HCO,Ni-111-clean-3x3x4,Ni36,ok,-95.61462638,-79.28252769,-16.33209869000001,1.0,1.0,1.0,,,,,0.0084,/data/Chapter6/Ni-slabs.hdf,705
Ni-slabs,Ni-111-clean-3x3x4-CO-A-7,C3Ni36O3,CO,Ni-111-clean-3x3x4,Ni36,ok,-119.47272776,-79.28252769,-40.19020007,3.0,0.0,3.0,3.0,,,,0.0092,/data/Chapter6/Ni-slabs.hdf,706
Ni-slabs,Ni-111-clean-3x3x4-CO-A-6,C2Ni36O2,CO,Ni-111-clean-3x3x4,Ni36,ok,-106.05117514,-79.28252769,-26.768647450000003,2.0,0.0,2.0,2.0,,,,0.0067,/data/Chapter6/Ni-slabs.hdf,707
Ni-slabs,Ni-111-clean-3x3x4-CO-A-1,CNi36O,CO,Ni-111-clean-3x3x4,Ni36,ok,-92.66052775,-79.28252769,-13.378000060000005,1.0,0.0,1.0,1.0,,,,0.0089,/data/Chapter6/Ni-slabs.hdf,708
Ni-slabs,Ni-111-clean-3x3x4-CO-A-4,CNi36O,CO,Ni-111-clean-3x3x4,Ni36,ok,-92.96011399,-79.28252769,-13.677586300000002,1.0,0.0,1.0,1.0,,,,0.0022,/data/Chapter6/Ni-slabs.hdf,709
Ni-slabs,Ni-111-clean-3x3x4-CO-A-3,CNi36O,CO,Ni-111-clean-3x3x4,Ni36,ok,-92.96314198,-79.28252769,-13.680614290000008,1.0,0.0,1.0,1.0,,,,0.0049,/data/Chapter6/Ni-slabs.hdf,710
Ni-slabs,Ni-111-clean-3x3x4-CO-A-2,CNi36O,CO,Ni-111-clean-3x3x4,Ni36,ok,-91.43785602,-79.28252769,-12.155328330000003,1.0,0.0,1.0,1.0,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,711
Ni-slabs,Ni-111-clean-3x3x4-CO-A-5,CNi36O,CO,Ni-111-clean-3x3x4,Ni36,ok,-92.85411098,-79.28252769,-13.571583290000007,1.0,0.0,1.0,1.0,,,,0.008,/data/Chapter6/Ni-slabs.hdf,712
Ni-slabs,Ni-111-clean-3x3x4-HCOOH-AA-1,CH2Ni36O2,HCOOH,Ni-111-clean-3x3x4,Ni36,ok,-104.85072293,-79.28252769,-25.56819524000001,1.0,2.0,2.0,,,,,0.0074,/data/Chapter6/Ni-slabs.hdf,713
Ni-slabs,Ni-111-clean-3x3x4-GaO3-1-CO-1,CGaNi36O4,CO,,,missing,-109.86768912,,,1.0,0.0,4.0,1.0,,,,0.0055,/data/Chapter6/Ni-slabs.hdf,732
Ni-slabs,Ni-111-clean-3x3x4-GaO3-1-CO-2,0,CO,,,missing,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,/data/Chapter6/Ni-slabs.hdf,733
Ni-slabs,Ni-111-clean-3x3x4-H2COOH-AA-1,CH3Ni36O2,H2COOH,Ni-111-clean-3x3x4,Ni36,ok,-108.79811377,-79.28252769,-29.515586080000006,1.0,3.0,2.0,,,,,0.0085,/data/Chapter6/Ni-slabs.hdf,737
Ni-slabs,Ni-111-clean-3x3x4-HCOO-AA-1,CHNi36O2,HCOO,Ni-111-clean-3x3x4,Ni36,ok,-101.84991314,-79.28252769,-22.567385450000003,1.0,1.0,2.0,,,,,0.0078,/data/Chapter6/Ni-slabs.hdf,740
Ni-slabs,Ni-111-Zn-4x4x4-16-bulk-2-CO-1,CNi48OZn16,CO,Ni-111-Zn-4x4x4-16-bulk-2,Ni48Zn16,ok,-92.18236558,-78.25704059,-13.925324989999993,1.0,0.0,1.0,1.0,,,,0.0036,/data/Chapter6/Ni-slabs.hdf,826
Ni-slabs,Ni-111-Zn-4x4x4-16-bulk-2-CO-2,CNi48OZn16,CO,Ni-111-Zn-4x4x4-16-bulk-2,Ni48Zn16,ok,-91.97345814,-78.25704059,-13.716417550000003,1.0,0.0,1.0,1.0,,,,0.0081,/data/Chapter6/Ni-slabs.hdf,827
Ni-slabs,Ni-111-Zn-4x4x4-16-bulk-2-HCOO-AB,CHNi48O2Zn16,HCOO,Ni-111-Zn-4x4x4-16-bulk-2,Ni48Zn16,ok,-100.67886179,-78.25704059,-22.421821199999997,1.0,1.0,2.0,,,,,0.0088,/data/Chapter6/Ni-slabs.hdf,829
Ni-slabs,Ni-111-Zn-4x4x4-16-bulk-2-HCOO-AA,CHNi48O2Zn16,HCOO,Ni-111-Zn-4x4x4-16-bulk-2,Ni48Zn16,ok,-100.92413365,-78.25704059,-22.66709306,1.0,1.0,2.0,,,,,0.0088,/data/Chapter6/Ni-slabs.hdf,830
Ni-slabs,Ni-111-Zn-4x4x4-4-b-HCOO-AB,CHNi60O2Zn4,HCOO,Ni-111-Zn-4x4x4-4-b,Ni60Zn4,ok,-148.52070149,-126.18319502,-22.337506469999994,1.0,1.0,2.0,,,,,0.0086,/data/Chapter6/Ni-slabs.hdf,878
Ni-slabs,Ni-111-Zn-4x4x4-4-b-HCOO-AA,CHNi60O2Zn4,HCOO,Ni-111-Zn-4x4x4-4-b,Ni60Zn4,ok,-148.67896345,-126.18319502,-22.49576843,1.0,1.0,2.0,,,,,0.0077,/data/Chapter6/Ni-slabs.hdf,879
Ni-slabs,Ni-111-Zn-3x3x4-1-HCOO-AAA,CHNi35O2Zn,HCOO,Ni-111-Zn-3x3x4-1,Ni35Zn,ok,-98.11837245,-75.56848814,-22.549884309999996,1.0,1.0,2.0,,,,,0.0087,/data/Chapter6/Ni-slabs.hdf,910
Ni-slabs,Ni-111-Zn-3x3x4-3-a-CH3O-AAB,CH3Ni33OZn3,CH3O,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-92.36182494,-68.17014326,-24.191681680000002,1.0,3.0,1.0,,,1.0,,0.0077,/data/Chapter6/Ni-slabs.hdf,914
Ni-slabs,Ni-111-Zn-3x3x4-3-a-COOH-AB,CHNi33O2Zn3,COOH,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-89.99806115,-68.17014326,-21.827917889999995,1.0,1.0,2.0,,,,,0.0078,/data/Chapter6/Ni-slabs.hdf,918
Ni-slabs,Ni-111-Zn-3x3x4-3-a-COOH-AA,CHNi33O2Zn3,COOH,Ni-111-Zn-3x3x4-3-a,Ni33Zn3,ok,-90.07806583,-68.17014326,-21.907922569999997,1.0,1.0,2.0,,,,,0.0078,/data/Chapter6/Ni-slabs.hdf,919
