dataset_label,Name,Formula,E,surface_key,surface_ref_status,source_hdf,source_row
Ni-slabs,Ni-111-Zn-3x3x4-3-under,Ni33Zn3,-67.7323392,Ni-111-Zn-3x3x4-3-under,self,/data/Chapter6/Ni-slabs.hdf,956
Ni-slabs,Ni-111-Zn-3x3x4-3-b,Ni33Zn3,-68.02905325,Ni-111-Zn-3x3x4-3-b,self,/data/Chapter6/Ni-slabs.hdf,957
Ni-slabs,Ni-111-Zn-3x3x4-3-b-H2COO-BB-1,CH2Ni33O2Zn3,-93.15566386,Ni-111-Zn-3x3x4-3-b-H2COO-BB-1,self,/data/Chapter6/Ni-slabs.hdf,958
Ni-slabs,Ni-111-Zn-3x3x4-3-b-H2COO-AB,CH2Ni33O2Zn3,-93.49672997,Ni-111-Zn-3x3x4-3-b-H2COO-AB,self,/data/Chapter6/Ni-slabs.hdf,959
Ni-slabs,Ni-111-Zn-3x3x4-3-b-H2COO-AA,CH2Ni33O2Zn3,-93.44296488,Ni-111-Zn-3x3x4-3-b-H2COO-AA,self,/data/Chapter6/Ni-slabs.hdf,960
Ni-slabs,Ni-111-Zn-3x3x4-2,Ni34Zn2,-71.8676272,Ni-111-Zn-3x3x4-2,self,/data/Chapter6/Ni-slabs.hdf,968
Ni-slabs,Ni-111-Zn-3x3x5-1,Ni44Zn,-98.42179726,Ni-111-Zn-3x3x5-1,self,/data/Chapter6/Ni-slabs.hdf,969
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-9,Ni44Zn,-98.40908554,Ni-111-Zn-3x3x5-1-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,970
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-7,Ni44Zn,-98.41829558,Ni-111-Zn-3x3x5-1-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,971
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-6,Ni44Zn,-98.43239131,Ni-111-Zn-3x3x5-1-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,972
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-10,Ni44Zn,-98.42478037,Ni-111-Zn-3x3x5-1-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,973
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-8,Ni44Zn,-98.3928772,Ni-111-Zn-3x3x5-1-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,974
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-4,Ni44Zn,-98.4217953,Ni-111-Zn-3x3x5-1-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,975
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-3,Ni44Zn,-98.3190379,Ni-111-Zn-3x3x5-1-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,976
Ni-slabs,Ni-111-Zn-3x3x5-1-convergence-kpoints-5,Ni44Zn,-98.49417934,Ni-111-Zn-3x3x5-1-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,977
Ni-slabs,Ni-111-Ga-2x2x4-1,GaNi15,-35.74839877,Ni-111-Ga-2x2x4-1,self,/data/Chapter6/Ni-slabs.hdf,978
Ni-slabs,Ni-111-Ga-2x2x4-1-CH-1,CHGaNi15,-46.8723011,Ni-111-Ga-2x2x4-1-CH-1,self,/data/Chapter6/Ni-slabs.hdf,979
Ni-slabs,Ni-111-Ga-2x2x4-1-CH-2,CHGaNi15,-46.87232102,Ni-111-Ga-2x2x4-1-CH-2,self,/data/Chapter6/Ni-slabs.hdf,980
Ni-slabs,Ni-111-Ga-2x2x4-1-O-1,GaNi15O,-41.01993352,Ni-111-Ga-2x2x4-1-O-1,self,/data/Chapter6/Ni-slabs.hdf,987
Ni-slabs,Ni-111-Ga-2x2x4-1-O-2,GaNi15O2,-45.5805799,Ni-111-Ga-2x2x4-1-O-2,self,/data/Chapter6/Ni-slabs.hdf,988
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-20,GaNi15,-35.76396961,Ni-111-Ga-2x2x4-1-convergence-kpoints-20,self,/data/Chapter6/Ni-slabs.hdf,989
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-18,GaNi15,-35.75770456,Ni-111-Ga-2x2x4-1-convergence-kpoints-18,self,/data/Chapter6/Ni-slabs.hdf,990
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-9,GaNi15,-35.76693212,Ni-111-Ga-2x2x4-1-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,991
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-11,GaNi15,-35.75844234,Ni-111-Ga-2x2x4-1-convergence-kpoints-11,self,/data/Chapter6/Ni-slabs.hdf,992
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-7,GaNi15,-35.75630654,Ni-111-Ga-2x2x4-1-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,993
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-16,GaNi15,-35.76468021,Ni-111-Ga-2x2x4-1-convergence-kpoints-16,self,/data/Chapter6/Ni-slabs.hdf,994
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-6,GaNi15,-35.74840409,Ni-111-Ga-2x2x4-1-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,995
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-17,GaNi15,-35.76190413,Ni-111-Ga-2x2x4-1-convergence-kpoints-17,self,/data/Chapter6/Ni-slabs.hdf,996
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-10,GaNi15,-35.76224655,Ni-111-Ga-2x2x4-1-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,997
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-19,GaNi15,-35.76023906,Ni-111-Ga-2x2x4-1-convergence-kpoints-19,self,/data/Chapter6/Ni-slabs.hdf,998
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-8,GaNi15,-35.7672588,Ni-111-Ga-2x2x4-1-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,999
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-4,GaNi15,-35.81975471,Ni-111-Ga-2x2x4-1-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,1000
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-15,GaNi15,-35.76698031,Ni-111-Ga-2x2x4-1-convergence-kpoints-15,self,/data/Chapter6/Ni-slabs.hdf,1001
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-3,GaNi15,-35.9034334,Ni-111-Ga-2x2x4-1-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,1002
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-12,GaNi15,-35.75362196,Ni-111-Ga-2x2x4-1-convergence-kpoints-12,self,/data/Chapter6/Ni-slabs.hdf,1003
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-13,GaNi15,-35.7616907,Ni-111-Ga-2x2x4-1-convergence-kpoints-13,self,/data/Chapter6/Ni-slabs.hdf,1004
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-5,GaNi15,-35.78023505,Ni-111-Ga-2x2x4-1-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,1005
Ni-slabs,Ni-111-Ga-2x2x4-1-convergence-kpoints-14,GaNi15,-35.77086489,Ni-111-Ga-2x2x4-1-convergence-kpoints-14,self,/data/Chapter6/Ni-slabs.hdf,1006
Ni-slabs,Ni-111-Ga-2x2x4-4,Ga4Ni12,-32.68880719,Ni-111-Ga-2x2x4-4,self,/data/Chapter6/Ni-slabs.hdf,1010
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk,Ga4Ni12,-36.56554159,Ni-111-Ga-2x2x4-4-bulk,self,/data/Chapter6/Ni-slabs.hdf,1011
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CH-1,CHGa4Ni12,-47.72888045,Ni-111-Ga-2x2x4-4-bulk-CH-1,self,/data/Chapter6/Ni-slabs.hdf,1014
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-CH-2,CHGa4Ni12,-47.67177757,Ni-111-Ga-2x2x4-4-bulk-CH-2,self,/data/Chapter6/Ni-slabs.hdf,1015
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-O-1,Ga4Ni12O,-41.88252069,Ni-111-Ga-2x2x4-4-bulk-O-1,self,/data/Chapter6/Ni-slabs.hdf,1023
Ni-slabs,Ni-111-Ga-2x2x4-4-bulk-O-2,Ga4Ni12O,-41.76615618,Ni-111-Ga-2x2x4-4-bulk-O-2,self,/data/Chapter6/Ni-slabs.hdf,1024
Ni-slabs,Ni-111-Ga-2x2x5-1,GaNi19,-45.90423071,Ni-111-Ga-2x2x5-1,self,/data/Chapter6/Ni-slabs.hdf,1027
Ni-slabs,Ni-111-Ga-2x2x5-5-bulk,Ga5Ni15,-46.84788874,Ni-111-Ga-2x2x5-5-bulk,self,/data/Chapter6/Ni-slabs.hdf,1028
Ni-slabs,Ni-111-Ga-6x6x4-16-bulk,Ga36Ni108,-329.0952386,Ni-111-Ga-6x6x4-16-bulk,self,/data/Chapter6/Ni-slabs.hdf,1029
Ni-slabs,Ni-111-Ga-6x6x4-16-bulk-33,Ga39Ni105,-329.22683361,Ni-111-Ga-6x6x4-16-bulk-33,self,/data/Chapter6/Ni-slabs.hdf,1030
Ni-slabs,Ni-111-Ga-6x6x4-16-bulk-0,Ga27Ni117,-323.16379937,Ni-111-Ga-6x6x4-16-bulk-0,self,/data/Chapter6/Ni-slabs.hdf,1031
Ni-slabs,Ni-111-Ga-4x4x6-9,Ga9Ni87,-222.91119623,Ni-111-Ga-4x4x6-9,self,/data/Chapter6/Ni-slabs.hdf,1032
Ni-slabs,Ni-111-Ga-4x4x6-1,GaNi95,-222.2366568,Ni-111-Ga-4x4x6-1,self,/data/Chapter6/Ni-slabs.hdf,1033
Ni-slabs,Ni-111-Ga-4x4x6-8,Ga8Ni88,-223.36543935,Ni-111-Ga-4x4x6-8,self,/data/Chapter6/Ni-slabs.hdf,1034
Ni-slabs,Ni-111-Ga-4x4x6-4,Ga4Ni92,-223.76985528,Ni-111-Ga-4x4x6-4,self,/data/Chapter6/Ni-slabs.hdf,1035
Ni-slabs,Ni-111-Ga-4x4x6-12,Ga12Ni84,-219.01193491,Ni-111-Ga-4x4x6-12,self,/data/Chapter6/Ni-slabs.hdf,1036
Ni-slabs,Ni-111-Ga-o_2x2x4-1,GaNi15,-35.74138889,Ni-111-Ga-o_2x2x4-1,self,/data/Chapter6/Ni-slabs.hdf,1037
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-20,GaNi15,-35.75941172,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-20,self,/data/Chapter6/Ni-slabs.hdf,1038
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-18,GaNi15,-35.75771732,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-18,self,/data/Chapter6/Ni-slabs.hdf,1039
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-9,GaNi15,-35.75437567,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,1040
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-11,GaNi15,-35.75491061,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-11,self,/data/Chapter6/Ni-slabs.hdf,1041
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-7,GaNi15,-35.76119974,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-7,self,/data/Chapter6/Ni-slabs.hdf,1042
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-16,GaNi15,-35.75975071,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-16,self,/data/Chapter6/Ni-slabs.hdf,1043
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-6,GaNi15,-35.74138851,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-6,self,/data/Chapter6/Ni-slabs.hdf,1044
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-17,GaNi15,-35.75946578,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-17,self,/data/Chapter6/Ni-slabs.hdf,1045
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-10,GaNi15,-35.75722053,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-10,self,/data/Chapter6/Ni-slabs.hdf,1046
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-19,GaNi15,-35.75854147,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-19,self,/data/Chapter6/Ni-slabs.hdf,1047
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-8,GaNi15,-35.76373198,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-8,self,/data/Chapter6/Ni-slabs.hdf,1048
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-4,GaNi15,-35.76426859,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-4,self,/data/Chapter6/Ni-slabs.hdf,1049
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-15,GaNi15,-35.75957351,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-15,self,/data/Chapter6/Ni-slabs.hdf,1050
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-3,GaNi15,-35.87889412,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-3,self,/data/Chapter6/Ni-slabs.hdf,1051
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-12,GaNi15,-35.75391748,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-12,self,/data/Chapter6/Ni-slabs.hdf,1052
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-13,GaNi15,-35.75850951,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-13,self,/data/Chapter6/Ni-slabs.hdf,1053
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-5,GaNi15,-35.74779354,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-5,self,/data/Chapter6/Ni-slabs.hdf,1054
Ni-slabs,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-14,GaNi15,-35.76140543,Ni-111-Ga-o_2x2x4-1-convergence-kpoints-14,self,/data/Chapter6/Ni-slabs.hdf,1055
Ni-slabs,Ni-111-Ga-o_2x2x4-3,Ga3Ni13,-34.54807739,Ni-111-Ga-o_2x2x4-3,self,/data/Chapter6/Ni-slabs.hdf,1056
Ni-slabs,Ni-111-Ga-3x3x6-6,Ga6Ni48,-124.67261579,Ni-111-Ga-3x3x6-6,self,/data/Chapter6/Ni-slabs.hdf,1057
Ni-slabs,Ni-111-Ga-3x3x6-1,GaNi53,-125.21109671,Ni-111-Ga-3x3x6-1,self,/data/Chapter6/Ni-slabs.hdf,1058
Ni-slabs,Ni-111-Ga-3x3x6-3,Ga3Ni51,-126.42790946,Ni-111-Ga-3x3x6-3,self,/data/Chapter6/Ni-slabs.hdf,1059
Ni-slabs,Ni-111-Ga-o_4x4x4-1,GaNi63,-141.46714899,Ni-111-Ga-o_4x4x4-1,self,/data/Chapter6/Ni-slabs.hdf,1060
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a,Ga4Ni60,-142.98979764,Ni-111-Ga-o_4x4x4-4-a,self,/data/Chapter6/Ni-slabs.hdf,1061
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-9,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-9,missing,/data/Chapter6/Ni-slabs.hdf,1062
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-7,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-7,missing,/data/Chapter6/Ni-slabs.hdf,1063
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-6,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-6,missing,/data/Chapter6/Ni-slabs.hdf,1064
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-10,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-10,missing,/data/Chapter6/Ni-slabs.hdf,1065
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-8,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-8,missing,/data/Chapter6/Ni-slabs.hdf,1066
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-4,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-4,missing,/data/Chapter6/Ni-slabs.hdf,1067
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-3,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-3,missing,/data/Chapter6/Ni-slabs.hdf,1068
Ni-slabs,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-5,0,0.0,Ni-111-Ga-o_4x4x4-4-a-convergence-kpoints-5,missing,/data/Chapter6/Ni-slabs.hdf,1069
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b,Ga4Ni60,-142.97107419,Ni-111-Ga-o_4x4x4-4-b,self,/data/Chapter6/Ni-slabs.hdf,1070
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-9,Ga4Ni60,-143.03639536,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-9,self,/data/Chapter6/Ni-slabs.hdf,1071
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-7,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-7,missing,/data/Chapter6/Ni-slabs.hdf,1072
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-6,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-6,missing,/data/Chapter6/Ni-slabs.hdf,1073
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-10,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-10,missing,/data/Chapter6/Ni-slabs.hdf,1074
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-8,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-8,missing,/data/Chapter6/Ni-slabs.hdf,1075
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-4,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-4,missing,/data/Chapter6/Ni-slabs.hdf,1076
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-3,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-3,missing,/data/Chapter6/Ni-slabs.hdf,1077
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-2,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-2,missing,/data/Chapter6/Ni-slabs.hdf,1078
Ni-slabs,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-5,0,0.0,Ni-111-Ga-o_4x4x4-4-b-convergence-kpoints-5,missing,/data/Chapter6/Ni-slabs.hdf,1079
Ni-slabs,Ni-111-Ga-o_4x4x4-2,Ga2Ni62,-141.92087342,Ni-111-Ga-o_4x4x4-2,self,/data/Chapter6/Ni-slabs.hdf,1080
Ni-slabs,Ni-111-Ga-2x2x6-1,GaNi23,-55.48061196,Ni-111-Ga-2x2x6-1,self,/data/Chapter6/Ni-slabs.hdf,1081
Ni-slabs,Ni-111-Ga-2x2x6-4,Ga4Ni20,-52.94077447,Ni-111-Ga-2x2x6-4,self,/data/Chapter6/Ni-slabs.hdf,1082
Ni-slabs,Ni-111-Ga-2x2x6-3,Ga3Ni21,-54.80968139,Ni-111-Ga-2x2x6-3,self,/data/Chapter6/Ni-slabs.hdf,1083
Ni-slabs,Ni-111-Ga-2x2x6-2,Ga2Ni22,-55.83864961,Ni-111-Ga-2x2x6-2,self,/data/Chapter6/Ni-slabs.hdf,1084
Ni-slabs,Ni-111-Ga-4x4x5-1,GaNi79,-182.05286658,Ni-111-Ga-4x4x5-1,self,/data/Chapter6/Ni-slabs.hdf,1085
Ni-slabs,Ni-111-Ga-4x4x4-9,Ga9Ni55,-141.93544222,Ni-111-Ga-4x4x4-9,self,/data/Chapter6/Ni-slabs.hdf,1086
Ni-slabs,Ni-111-Ga-4x4x4-7,Ga7Ni57,-142.63391907,Ni-111-Ga-4x4x4-7,self,/data/Chapter6/Ni-slabs.hdf,1087
Ni-slabs,Ni-111-Ga-4x4x4-16,0,0.0,Ni-111-Ga-4x4x4-16,missing,/data/Chapter6/Ni-slabs.hdf,1088
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-1,Ga16Ni48,-143.42476951,Ni-111-Ga-4x4x4-16-bulk-1,self,/data/Chapter6/Ni-slabs.hdf,1089
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2,Ga16Ni48,-146.25170038,Ni-111-Ga-4x4x4-16-bulk-2,self,/data/Chapter6/Ni-slabs.hdf,1090
Ni-slabs,Ni-111-Ga-4x4x4-16-bulk-2-amorph-1,Ga16Ni48,-145.79405322,Ni-111-Ga-4x4x4-16-bulk-2-amorph-1,self,/data/Chapter6/Ni-slabs.hdf,1095
Ni-slabs,Ni-111-Ga-4x4x4-16-a,0,0.0,Ni-111-Ga-4x4x4-16-a,missing,/data/Chapter6/Ni-slabs.hdf,1099
Ni-slabs,Ni-111-Ga-4x4x4-6,Ga6Ni58,-142.92228155,Ni-111-Ga-4x4x4-6,self,/data/Chapter6/Ni-slabs.hdf,1100
Ni-slabs,Ni-111-Ga-4x4x4-1,GaNi63,-141.41482282,Ni-111-Ga-4x4x4-1,self,/data/Chapter6/Ni-slabs.hdf,1101
Ni-slabs,Ni-111-Ga-4x4x4-10,Ga10Ni54,-140.60349154,Ni-111-Ga-4x4x4-10,self,/data/Chapter6/Ni-slabs.hdf,1102
Ni-slabs,Ni-111-Ga-4x4x4-8,Ga8Ni56,-142.40482991,Ni-111-Ga-4x4x4-8,self,/data/Chapter6/Ni-slabs.hdf,1103
Ni-slabs,Ni-111-Ga-4x4x4-4-a,Ga4Ni60,-142.98594509,Ni-111-Ga-4x4x4-4-a,self,/data/Chapter6/Ni-slabs.hdf,1104
Ni-slabs,Ni-111-Ga-4x4x4-4-d,Ga4Ni60,-142.98590167,Ni-111-Ga-4x4x4-4-d,self,/data/Chapter6/Ni-slabs.hdf,1106
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-9,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-9,missing,/data/Chapter6/Ni-slabs.hdf,1107
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-7,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-7,missing,/data/Chapter6/Ni-slabs.hdf,1108
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-6,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-6,missing,/data/Chapter6/Ni-slabs.hdf,1109
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-10,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-10,missing,/data/Chapter6/Ni-slabs.hdf,1110
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-8,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-8,missing,/data/Chapter6/Ni-slabs.hdf,1111
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-4,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-4,missing,/data/Chapter6/Ni-slabs.hdf,1112
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-3,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-3,missing,/data/Chapter6/Ni-slabs.hdf,1113
Ni-slabs,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-5,0,0.0,Ni-111-Ga-4x4x4-4-d-convergence-kpoints-5,missing,/data/Chapter6/Ni-slabs.hdf,1114
Ni-slabs,Ni-111-Ga-4x4x4-4-b,Ga4Ni60,-142.99923211,Ni-111-Ga-4x4x4-4-b,self,/data/Chapter6/Ni-slabs.hdf,1115
Ni-slabs,Ni-111-Ga-4x4x4-4-b-H2COO-AA,CH2Ga4Ni60O2,-168.28801925,Ni-111-Ga-4x4x4-4-b-H2COO-AA,self,/data/Chapter6/Ni-slabs.hdf,1116
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-9,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-9,missing,/data/Chapter6/Ni-slabs.hdf,1119
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-11,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-11,missing,/data/Chapter6/Ni-slabs.hdf,1120
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-7,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-7,missing,/data/Chapter6/Ni-slabs.hdf,1121
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-6,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-6,missing,/data/Chapter6/Ni-slabs.hdf,1122
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-10,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-10,missing,/data/Chapter6/Ni-slabs.hdf,1123
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-8,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-8,missing,/data/Chapter6/Ni-slabs.hdf,1124
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-9,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-9,missing,/data/Chapter6/Ni-slabs.hdf,1125
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-6,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-6,missing,/data/Chapter6/Ni-slabs.hdf,1126
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-3,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-3,missing,/data/Chapter6/Ni-slabs.hdf,1127
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-12,Ga4Ni60,-142.99926428,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-a-12,self,/data/Chapter6/Ni-slabs.hdf,1128
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-4,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-4,missing,/data/Chapter6/Ni-slabs.hdf,1129
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-3,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-3,missing,/data/Chapter6/Ni-slabs.hdf,1130
Ni-slabs,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-12,0,0.0,Ni-111-Ga-4x4x4-4-b-convergence-kpoints-12,missing,/data/Chapter6/Ni-slabs.hdf,1131
